,Wavelength,PACS_160,PACS_100,dnu
13031,13.81690121,0.0,5e-08,-7546017286.46
13032,13.82170105,0.0,5e-08,-7546017286.46
13033,13.82649899,0.0,5e-08,-7546017286.46
13034,13.83129883,0.0,5e-08,-7546017286.46
13035,13.83600044,0.0,5e-08,-7546017286.46
13036,13.84080029,0.0,5e-08,-7546017286.46
13037,13.84560013,0.0,5e-08,-7546017286.46
13038,13.85039997,0.0,5e-08,-7546017286.46
13039,13.85519981,0.0,5e-08,-7546017286.46
13040,13.85999966,0.0,5e-08,-7546017286.46
13041,13.86480045,0.0,5e-08,-7546017286.46
13042,13.8696003,0.0,5e-08,-7546017286.46
13043,13.87440014,0.0,5e-08,-7546017286.46
13044,13.87930107,0.0,5e-08,-7546017286.46
13045,13.88409901,0.0,5e-08,-7546017286.46
13046,13.88889885,0.0,5e-08,-7546017286.46
13047,13.89369965,0.0,5e-08,-7546017286.46
13048,13.89850044,0.0,5e-08,-7546017286.46
13049,13.90340042,0.0,5e-08,-7546017286.46
13050,13.90820026,0.0,5e-08,-7546017286.46
13051,13.91300011,0.0,5e-08,-7546017286.46
13052,13.91790104,0.0,5e-08,-7546017286.46
13053,13.92269897,0.0,5e-08,-7546017286.46
13054,13.92759991,0.0,5e-08,-7546017286.46
13055,13.93239975,0.0,5e-08,-7546017286.46
13056,13.93729877,0.0,5e-08,-7546017286.46
13057,13.94209957,0.0,5e-08,-7546017286.46
13058,13.94699955,0.0,5e-08,-7546017286.46
13059,13.95189953,0.0,6e-08,-7546017286.46
13060,13.95670033,0.0,6e-08,-7546017286.46
13061,13.9616003,0.0,6e-08,-7546017286.46
13062,13.96650124,0.0,6e-08,-7546017286.46
13063,13.97140026,0.0,6e-08,-7546017286.46
13064,13.9762001,0.0,6e-08,-7546017286.46
13065,13.98110104,0.0,6e-08,-7546017286.46
13066,13.98600006,0.0,6e-08,-7546017286.46
13067,13.99090099,0.0,6e-08,-7546017286.46
13068,13.99580002,0.0,6e-08,-7546017286.46
13069,14.00069904,0.0,6e-08,-7546017286.46
13070,14.00559998,0.0,6e-08,-7546017286.46
13071,14.010499,0.0,6e-08,-7546017286.46
13072,14.01539993,0.0,6e-08,-7546017286.46
13073,14.02029896,0.0,6e-08,-7546017286.46
13074,14.02519989,0.0,6e-08,-7546017286.46
13075,14.0302,0.0,6e-08,-7546017286.46
13076,14.03509903,0.0,6e-08,-7546017286.46
13077,14.03999996,0.0,6e-08,-7546017286.46
13078,14.04489899,0.0,6e-08,-7546017286.46
13079,14.04990101,0.0,6e-08,-7546017286.46
13080,14.05480003,0.0,6e-08,-7546017286.46
13081,14.05980015,0.0,5e-08,-7546017286.46
13082,14.06470108,0.0,5e-08,-7546017286.46
13083,14.06960011,0.0,5e-08,-7546017286.46
13084,14.07460022,0.0,5e-08,-7546017286.46
13085,14.07950115,0.0,5e-08,-7546017286.46
13086,14.08450127,0.0,5e-08,-7546017286.46
13087,14.08950043,0.0,5e-08,-7546017286.46
13088,14.09440041,0.0,5e-08,-7546017286.46
13089,14.09939957,0.0,5e-08,-7546017286.46
13090,14.10439968,0.0,5e-08,-7546017286.46
13091,14.10929966,0.0,6e-08,-7546017286.46
13092,14.11429882,0.0,5e-08,-7546017286.46
13093,14.11929893,0.0,5e-08,-7546017286.46
13094,14.12430096,0.0,5e-08,-7546017286.46
13095,14.12930107,0.0,5e-08,-7546017286.46
13096,14.13430119,0.0,5e-08,-7546017286.46
13097,14.13930035,0.0,5e-08,-7546017286.46
13098,14.14430046,0.0,5e-08,-7546017286.46
13099,14.14929962,0.0,5e-08,-7546017286.46
13100,14.15429878,0.0,5e-08,-7546017286.46
13101,14.1592989,0.0,5e-08,-7546017286.46
13102,14.16429901,0.0,5e-08,-7546017286.46
13103,14.16930103,0.0,5e-08,-7546017286.46
13104,14.17430115,0.0,5e-08,-7546017286.46
13105,14.17940044,0.0,5e-08,-7546017286.46
13106,14.1843996,0.0,5e-08,-7546017286.46
13107,14.18939972,0.0,5e-08,-7546017286.46
13108,14.19449902,0.0,5e-08,-7546017286.46
13109,14.19950104,0.0,5e-08,-7546017286.46
13110,14.20450115,0.0,5e-08,-7546017286.46
13111,14.20960045,0.0,5e-08,-7546017286.46
13112,14.21459961,0.0,5e-08,-7546017286.46
13113,14.21969891,0.0,5e-08,-7546017286.46
13114,14.22480011,0.0,5e-08,-7546017286.46
13115,14.22980022,0.0,5e-08,-7546017286.46
13116,14.23490047,0.0,5e-08,-7546017286.46
13117,14.23989964,0.0,5e-08,-7546017286.46
13118,14.24499989,0.0,5e-08,-7546017286.46
13119,14.25010109,0.0,5e-08,-7546017286.46
13120,14.25520039,0.0,5e-08,-7546017286.46
13121,14.26019955,0.0,5e-08,-7546017286.46
13122,14.26529884,0.0,5e-08,-7546017286.46
13123,14.27040005,0.0,5e-08,-7546017286.46
13124,14.27550125,0.0,5e-08,-7546017286.46
13125,14.28059959,0.0,5e-08,-7546017286.46
13126,14.28569889,0.0,5e-08,-7546017286.46
13127,14.29080009,0.0,5e-08,-7546017286.46
13128,14.29590034,0.0,5e-08,-7546017286.46
13129,14.30099964,0.0,5e-08,-7546017286.46
13130,14.30620003,0.0,5e-08,-7546017286.46
13131,14.31130123,0.0,5e-08,-7546017286.46
13132,14.31639957,0.0,5e-08,-7546017286.46
13133,14.32149887,0.0,5e-08,-7546017286.46
13134,14.32660007,0.0,5e-08,-7546017286.46
13135,14.33180046,0.0,5e-08,-7546017286.46
13136,14.3368988,0.0,5e-08,-7546017286.46
13137,14.3421011,0.0,5e-08,-7546017286.46
13138,14.34720039,0.0,5e-08,-7546017286.46
13139,14.35239983,0.0,5e-08,-7546017286.46
13140,14.35750103,0.0,5e-08,-7546017286.46
13141,14.36270046,0.0,5e-08,-7546017286.46
13142,14.36779976,0.0,5e-08,-7546017286.46
13143,14.37300014,0.0,5e-08,-7546017286.46
13144,14.3781004,0.0,5e-08,-7546017286.46
13145,14.38329887,0.0,5e-08,-7546017286.46
13146,14.38850117,0.0,5e-08,-7546017286.46
13147,14.39369965,0.0,5e-08,-7546017286.46
13148,14.3987999,0.0,5e-08,-7546017286.46
13149,14.40400028,0.0,5e-08,-7546017286.46
13150,14.40919971,0.0,5e-08,-7546017286.46
13151,14.4144001,0.0,5e-08,-7546017286.46
13152,14.41959953,0.0,5e-08,-7546017286.46
13153,14.42479992,0.0,4e-08,-7546017286.46
13154,14.43000031,0.0,4e-08,-7546017286.46
13155,14.43519974,0.0,4e-08,-7546017286.46
13156,14.44040012,0.0,4e-08,-7546017286.46
13157,14.44559956,0.0,4e-08,-7546017286.46
13158,14.45090103,0.0,4e-08,-7546017286.46
13159,14.45610046,0.0,4e-08,-7546017286.46
13160,14.46129894,0.0,4e-08,-7546017286.46
13161,14.46650124,0.0,4e-08,-7546017286.46
13162,14.47179985,0.0,4e-08,-7546017286.46
13163,14.47700024,0.0,4e-08,-7546017286.46
13164,14.48229885,0.0,4e-08,-7546017286.46
13165,14.48750114,0.0,4e-08,-7546017286.46
13166,14.49279976,0.0,4e-08,-7546017286.46
13167,14.49800014,0.0,4e-08,-7546017286.46
13168,14.50329876,0.0,3e-08,-7546017286.46
13169,14.50850105,0.0,3e-08,-7546017286.46
13170,14.51379967,0.0,3e-08,-7546017286.46
13171,14.51910114,0.0,3e-08,-7546017286.46
13172,14.52429962,0.0,3e-08,-7546017286.46
13173,14.52960014,0.0,3e-08,-7546017286.46
13174,14.53489876,0.0,3e-08,-7546017286.46
13175,14.54020023,0.0,3e-08,-7546017286.46
13176,14.54549885,0.0,3e-08,-7546017286.46
13177,14.55070114,0.0,3e-08,-7546017286.46
13178,14.55599976,0.0,3e-08,-7546017286.46
13179,14.56130123,0.0,3e-08,-7546017286.46
13180,14.56659985,0.0,3e-08,-7546017286.46
13181,14.57190037,0.0,3e-08,-7546017286.46
13182,14.57730103,0.0,2e-08,-7546017286.46
13183,14.58259964,0.0,2e-08,-7546017286.46
13184,14.58790112,0.0,2e-08,-7546017286.46
13185,14.59319973,0.0,2e-08,-7546017286.46
13186,14.59850121,0.0,2e-08,-7546017286.46
13187,14.603899,0.0,2e-08,-7546017286.46
13188,14.60919952,0.0,2e-08,-7546017286.46
13189,14.614501,0.0,2e-08,-7546017286.46
13190,14.6198988,0.0,2e-08,-7546017286.46
13191,14.62520027,0.0,2e-08,-7546017286.46
13192,14.63059998,0.0,2e-08,-7546017286.46
13193,14.63589954,0.0,2e-08,-7546017286.46
13194,14.64130116,0.0,2e-08,-7546017286.46
13195,14.64659977,0.0,2e-08,-7546017286.46
13196,14.65200043,0.0,2e-08,-7546017286.46
13197,14.65740013,0.0,2e-08,-7546017286.46
13198,14.66279984,0.0,2e-08,-7546017286.46
13199,14.66810036,0.0,2e-08,-7546017286.46
13200,14.67350101,0.0,2e-08,-7546017286.46
13201,14.67889881,0.0,2e-08,-7546017286.46
13202,14.68430042,0.0,2e-08,-7546017286.46
13203,14.68970108,0.0,2e-08,-7546017286.46
13204,14.69509888,0.0,1e-08,-7546017286.46
13205,14.70049953,0.0,1e-08,-7546017286.46
13206,14.70590115,0.0,1e-08,-7546017286.46
13207,14.71129894,0.0,1e-08,-7546017286.46
13208,14.7166996,0.0,1e-08,-7546017286.46
13209,14.72210121,0.0,1e-08,-7546017286.46
13210,14.72749901,0.0,1e-08,-7546017286.46
13211,14.7329998,0.0,1e-08,-7546017286.46
13212,14.73840046,0.0,1e-08,-7546017286.46
13213,14.74380016,0.0,1e-08,-7546017286.46
13214,14.74930096,0.0,1e-08,-7546017286.46
13215,14.75469875,0.0,1e-08,-7546017286.46
13216,14.76010036,0.0,1e-08,-7546017286.46
13217,14.7656002,0.0,1e-08,-7546017286.46
13218,14.77099991,0.0,1e-08,-7546017286.46
13219,14.77649879,0.0,1e-08,-7546017286.46
13220,14.78199959,0.0,1e-08,-7546017286.46
13221,14.78740025,0.0,1e-08,-7546017286.46
13222,14.79290104,0.0,1e-08,-7546017286.46
13223,14.79839993,0.0,1e-08,-7546017286.46
13224,14.80379963,0.0,1e-08,-7546017286.46
13225,14.80930042,0.0,1e-08,-7546017286.46
13226,14.81480026,0.0,1e-08,-7546017286.46
13227,14.82030106,0.0,1e-08,-7546017286.46
13228,14.82579994,0.0,1e-08,-7546017286.46
13229,14.83129883,0.0,1e-08,-7546017286.46
13230,14.83679962,0.0,1e-08,-7546017286.46
13231,14.84230042,0.0,1e-08,-7546017286.46
13232,14.84780025,0.0,1e-08,-7546017286.46
13233,14.85330105,0.0,1e-08,-7546017286.46
13234,14.85879993,0.0,1e-08,-7546017286.46
13235,14.86439991,0.0,1e-08,-7546017286.46
13236,14.8698988,0.0,1e-08,-7546017286.46
13237,14.87539959,0.0,1e-08,-7546017286.46
13238,14.88099957,0.0,1e-08,-7546017286.46
13239,14.88650036,0.0,1e-08,-7546017286.46
13240,14.8920002,0.0,1e-08,-7546017286.46
13241,14.89760017,0.0,1e-08,-7546017286.46
13242,14.90310097,0.0,1e-08,-7546017286.46
13243,14.90869904,0.0,1e-08,-7546017286.46
13244,14.91419983,0.0,1e-08,-7546017286.46
14357,25.60820007,0.0,1e-08,-7546017286.46
14358,25.62459946,0.0,1e-08,-7546017286.46
14359,25.64100075,0.0,1e-08,-7546017286.46
14360,25.65749931,0.0,1e-08,-7546017286.46
14361,25.6739006,0.0,1e-08,-7546017286.46
14362,25.69039917,0.0,1e-08,-7546017286.46
14363,25.70689964,0.0,1e-08,-7546017286.46
14364,25.7234993,0.0,1e-08,-7546017286.46
14365,25.73999977,0.0,1e-08,-7546017286.46
14366,25.75659943,0.0,1e-08,-7546017286.46
14367,25.77319908,0.0,1e-08,-7546017286.46
14368,25.78980064,0.0,1e-08,-7546017286.46
14369,25.80649948,0.0,1e-08,-7546017286.46
14370,25.82309914,0.0,1e-08,-7546017286.46
14371,25.83979988,0.0,1e-08,-7546017286.46
14372,25.85650063,0.0,1e-08,-7546017286.46
14373,25.87319946,0.0,1e-08,-7546017286.46
14651,31.54570007,0.0,1e-08,-7546017286.46
14652,31.57060242,0.0,1.2e-07,-7546017286.46
14653,31.59560013,0.0,3.3e-07,-7546017286.46
14654,31.62059784,0.0,4.3e-07,-7546017286.46
14655,31.64559937,0.0,3.6e-07,-7546017286.46
14656,31.67060089,0.0,1.9e-07,-7546017286.46
15085,48.95959854,0.0,1e-08,-7546017286.46
15086,49.01959991,0.0,1e-08,-7546017286.46
15087,49.07979965,0.0,1e-08,-7546017286.46
15088,49.13999939,0.0,1e-08,-7546017286.46
15089,49.20050049,0.0,1e-08,-7546017286.46
15090,49.26110077,0.0,2e-08,-7546017286.46
15091,49.32180023,0.0,2e-08,-7546017286.46
15092,49.38270187,0.0,2e-08,-7546017286.46
15093,49.44380188,0.0,3e-08,-7546017286.46
15094,49.50500107,0.0,3e-08,-7546017286.46
15095,49.56629944,0.0,2e-08,-7546017286.46
15096,49.62779999,0.0,3e-08,-7546017286.46
15097,49.68939972,0.0,2e-08,-7546017286.46
15098,49.75120163,0.0,2e-08,-7546017286.46
15099,49.8132019,0.0,3e-08,-7546017286.46
15100,49.87530136,0.0,4e-08,-7546017286.46
15101,49.93759918,0.0,6e-08,-7546017286.46
15102,50.0,0.0,1e-07,-7546017286.46
15103,50.06259918,0.0,1.4e-07,-7546017286.46
15104,50.12530136,0.0,1.9e-07,-7546017286.46
15105,50.1882019,0.0,2.5e-07,-7546017286.46
15106,50.25130081,0.0,2.8e-07,-7546017286.46
15107,50.3144989,0.0,2.8e-07,-7546017286.46
15108,50.37779999,0.0,3e-07,-7546017286.46
15109,50.44139862,0.0,2.9e-07,-7546017286.46
15110,50.50510025,0.0,2.7e-07,-7546017286.46
15111,50.56890106,0.0,2.6e-07,-7546017286.46
15112,50.63290024,0.0,1.8e-07,-7546017286.46
15113,50.69710159,0.0,1.2e-07,-7546017286.46
15114,50.76139832,0.0,3.1e-07,-7546017286.46
15115,50.82590103,0.0,6e-07,-7546017286.46
15116,50.8905983,0.0,8.8e-07,-7546017286.46
15117,50.95539856,0.0,1.29e-06,-7546017286.46
15118,51.020401,0.0,1.53e-06,-7546017286.46
15119,51.08560181,0.0,1.53e-06,-7546017286.46
15120,51.15090179,0.0,1.66e-06,-7546017286.46
15121,51.21640015,0.0,1.76e-06,-7546017286.46
15122,51.28210068,0.0,1.54e-06,-7546017286.46
15123,51.34790039,0.0,1.54e-06,-7546017286.46
15124,51.41389847,0.0,1.65e-06,-7546017286.46
15125,51.48009872,0.0,1.46e-06,-7546017286.46
15126,51.54639816,0.0,1.78e-06,-7546017286.46
15127,51.61289978,0.0,2.56e-06,-7546017286.46
15128,51.67959976,0.0,2.81e-06,-7546017286.46
15129,51.74639893,0.0,3.13e-06,-7546017286.46
15130,51.81349945,0.0,3.74e-06,-7546017286.46
15131,51.88069916,0.0,3.55e-06,-7546017286.46
15132,51.94810104,0.0,3.43e-06,-7546017286.46
15133,52.0155983,0.0,4.21e-06,-7546017286.46
15134,52.08330154,0.0,4.59e-06,-7546017286.46
15135,52.15119934,0.0,5e-06,-7546017286.46
15136,52.21929932,0.0,6.2e-06,-7546017286.46
15137,52.28760147,0.0,6.62e-06,-7546017286.46
15138,52.35599899,0.0,6.74e-06,-7546017286.46
15139,52.49340057,0.0,7.55e-06,-7546017286.46
15140,52.56240082,0.0,5.93e-06,-7546017286.46
15141,52.63159943,0.0,5.4e-06,-7546017286.46
15142,52.70090103,0.0,4.94e-06,-7546017286.46
15143,52.770401,0.0,4.17e-06,-7546017286.46
15144,52.84019852,0.0,5.14e-06,-7546017286.46
15145,52.91009903,0.0,5.69e-06,-7546017286.46
15146,52.98009872,0.0,4.13e-06,-7546017286.46
15147,53.05039978,0.0,3.42e-06,-7546017286.46
15148,53.12080002,0.0,3.4e-06,-7546017286.46
15149,53.19150162,0.0,2.51e-06,-7546017286.46
15150,53.26229858,0.0,2.74e-06,-7546017286.46
15151,53.33330154,0.0,3.72e-06,-7546017286.46
15152,53.40449905,0.0,3.71e-06,-7546017286.46
15153,53.47589874,0.0,3.89e-06,-7546017286.46
15154,53.54750061,0.0,4.67e-06,-7546017286.46
15155,53.61930084,0.0,3.99e-06,-7546017286.46
15156,53.69130325,0.0,2.9e-06,-7546017286.46
15157,53.76339722,0.0,3.07e-06,-7546017286.46
15158,53.83580017,0.0,3.25e-06,-7546017286.46
15159,53.90840149,0.0,3.26e-06,-7546017286.46
15160,53.98110199,0.0,4.14e-06,-7546017286.46
15161,54.05410004,0.0,4.69e-06,-7546017286.46
15162,54.12720108,0.0,4.42e-06,-7546017286.46
15163,54.20050049,0.0,4.8e-06,-7546017286.46
15164,54.27409744,0.0,4.89e-06,-7546017286.46
15165,54.34780121,0.0,3.69e-06,-7546017286.46
15166,54.42179871,0.0,3.34e-06,-7546017286.46
15167,54.4958992,0.0,3.82e-06,-7546017286.46
15168,54.57030487,0.0,4.01e-06,-7546017286.46
15169,54.64479828,0.0,6.6e-06,-7546017286.46
15170,54.71960449,0.0,1.071e-05,-7546017286.46
15171,54.79449463,0.0,1.193e-05,-7546017286.46
15172,54.86970139,0.0,1.237e-05,-7546017286.46
15173,54.94510269,0.0,1.311e-05,-7546017286.46
15174,55.02060318,0.0,1.035e-05,-7546017286.46
15175,55.09640503,1e-08,8.09e-06,-7546017286.46
15176,55.17240143,1e-08,1.04e-05,-7546017286.46
15177,55.24860001,1e-08,1.282e-05,-7546017286.46
15178,55.32499695,2e-08,1.86e-05,-7546017286.46
15179,55.40169525,2e-08,3.165e-05,-7546017286.46
15180,55.47850418,1e-08,4.181e-05,-7546017286.46
15181,55.5555954,3e-08,4.89e-05,-7546017286.46
15182,55.63280106,4e-08,5.955e-05,-7546017286.46
15183,55.71029663,4e-08,5.866e-05,-7546017286.46
15184,55.7879982,5e-08,4.129e-05,-7546017286.46
15185,55.86590195,7e-08,2.643e-05,-7546017286.46
15186,55.94410324,7e-08,1.292e-05,-7546017286.46
15187,56.0223999,1e-07,8.3e-07,-7546017286.46
15188,56.10100555,1.4e-07,8.09e-06,-7546017286.46
15189,56.17979431,1.5e-07,3.313e-05,-7546017286.46
15190,56.25880432,1.5e-07,5.243e-05,-7546017286.46
15191,56.33800507,1.6e-07,7.518e-05,-7546017286.46
15192,56.41749573,1.3e-07,9.727e-05,-7546017286.46
15193,56.49720383,1.1e-07,9.498e-05,-7546017286.46
15194,56.57710266,1.1e-07,8.96e-05,-7546017286.46
15195,56.65719604,8e-08,8.652e-05,-7546017286.46
15196,56.73759842,4e-08,5.859e-05,-7546017286.46
15197,56.81820297,3e-08,3.56e-05,-7546017286.46
15198,56.89899445,1e-08,3.91e-05,-7546017286.46
15199,56.98009491,0.0,2.942e-05,-7546017286.46
15200,57.06129837,0.0,1.289e-05,-7546017286.46
15201,57.14289856,0.0,2.035e-05,-7546017286.46
15202,57.22460175,0.0,2.769e-05,-7546017286.46
15203,57.30659866,0.0,3.167e-05,-7546017286.46
15204,57.38880157,0.0,5.006e-05,-7546017286.46
15205,57.4712944,0.0,5.148e-05,-7546017286.46
15206,57.55400467,1e-08,3.739e-05,-7546017286.46
15207,57.63690186,1e-08,5.15e-05,-7546017286.46
15208,57.72010422,2e-08,6.644e-05,-7546017286.46
15209,57.80350113,2e-08,5.626e-05,-7546017286.46
15210,57.88709641,2e-08,6.256e-05,-7546017286.46
15211,57.97100067,2e-08,8.77e-05,-7546017286.46
15212,58.05519867,2e-08,0.00012209,-7546017286.46
15213,58.13949966,2e-08,0.00019412,-7546017286.46
15214,58.22419739,2e-08,0.00027256,-7546017286.46
15215,58.30899811,2e-08,0.00029714,-7546017286.46
15216,58.39420319,1e-08,0.00029164,-7546017286.46
15217,58.47949982,1e-08,0.000289,-7546017286.46
15218,58.56520462,1e-08,0.00027978,-7546017286.46
15219,58.65100098,1e-08,0.00027034,-7546017286.46
15220,58.73720169,1e-08,0.00025326,-7546017286.46
15221,58.82350159,1e-08,0.00021611,-7546017286.46
15222,58.9101944,1e-08,0.00019521,-7546017286.46
15223,58.99710083,1e-08,0.00020067,-7546017286.46
15224,59.08420563,0.0,0.00019513,-7546017286.46
15225,59.17160416,0.0,0.00017182,-7546017286.46
15226,59.25930405,0.0,0.000152,-7546017286.46
15227,59.34719849,0.0,0.00015605,-7546017286.46
15228,59.4353981,0.0,0.00018727,-7546017286.46
15229,59.5237999,0.0,0.00021582,-7546017286.46
15230,59.61249924,0.0,0.00021023,-7546017286.46
15231,59.70149612,0.0,0.00019125,-7546017286.46
15232,59.79069901,0.0,0.00018947,-7546017286.46
15233,59.88019943,0.0,0.00020589,-7546017286.46
15234,59.97000504,0.0,0.00021997,-7546017286.46
15235,60.06010056,0.0,0.00019996,-7546017286.46
15236,60.15039825,0.0,0.00017051,-7546017286.46
15237,60.24099731,0.0,0.0001912,-7546017286.46
15238,60.33180237,0.0,0.00022073,-7546017286.46
15239,60.42300034,0.0,0.00021079,-7546017286.46
15240,60.51440048,0.0,0.00019793,-7546017286.46
15241,60.60609818,0.0,0.00018962,-7546017286.46
15242,60.69800186,0.0,0.00020543,-7546017286.46
15243,60.79029846,0.0,0.00032725,-7546017286.46
15244,60.88280487,0.0,0.0004906,-7546017286.46
15245,60.97560501,0.0,0.00057578,-7546017286.46
15246,61.06869888,0.0,0.00062308,-7546017286.46
15247,61.16209793,0.0,0.00062355,-7546017286.46
15248,61.25569916,0.0,0.00050343,-7546017286.46
15249,61.34970093,0.0,0.00037095,-7546017286.46
15250,61.44390488,0.0,0.00027725,-7546017286.46
15251,61.53850174,0.0,0.00015112,-7546017286.46
15252,61.63330078,0.0,0.00011638,-7546017286.46
15253,61.728405,0.0,0.00019352,-7546017286.46
15254,61.82380295,0.0,0.00017793,-7546017286.46
15255,61.91950226,0.0,0.00014039,-7546017286.46
15256,62.01549911,0.0,0.00022324,-7546017286.46
15257,62.11180115,0.0,0.00025831,-7546017286.46
15258,62.20840454,0.0,0.00025937,-7546017286.46
15259,62.30529785,0.0,0.00036755,-7546017286.46
15260,62.40250397,0.0,0.00039415,-7546017286.46
15261,62.5,0.0,0.00034433,-7546017286.46
15262,62.59779739,0.0,0.00041374,-7546017286.46
15263,62.69589615,1e-08,0.0005062,-7546017286.46
15264,62.79429626,1e-08,0.00047943,-7546017286.46
15265,62.89310074,1e-08,0.00054699,-7546017286.46
15266,62.99210358,1e-08,0.0005931,-7546017286.46
15267,63.09149933,1e-08,0.00047937,-7546017286.46
15268,63.19120026,1e-08,0.00050453,-7546017286.46
15269,63.29109573,1e-08,0.00055742,-7546017286.46
15270,63.39139938,1e-08,0.00036437,-7546017286.46
15271,63.49210358,1e-08,0.00026265,-7546017286.46
15272,63.5929985,0.0,0.0003331,-7546017286.46
15273,63.69430542,0.0,0.00023771,-7546017286.46
15274,63.79589844,0.0,0.0002279,-7546017286.46
15275,63.89779663,0.0,0.00042884,-7546017286.46
15276,64.0,0.0,0.00041226,-7546017286.46
15277,64.1026001,0.0,0.00035777,-7546017286.46
15278,64.20549774,0.0,0.00054213,-7546017286.46
15279,64.30870056,0.0,0.00053693,-7546017286.46
15280,64.41220093,0.0,0.00043144,-7546017286.46
15281,64.51609802,0.0,0.00057118,-7546017286.46
15282,64.62039948,0.0,0.00052897,-7546017286.46
15283,64.72489929,0.0,0.00032637,-7546017286.46
15284,64.82980347,0.0,0.0004184,-7546017286.46
15285,64.93509674,0.0,0.00036861,-7546017286.46
15286,65.04060364,0.0,5.984e-05,-7546017286.46
15287,65.14659882,0.0,0.00016475,-7546017286.46
15288,65.25289917,0.0,0.00038953,-7546017286.46
15289,65.35949707,0.0,0.00028246,-7546017286.46
15290,65.46640015,0.0,0.00038264,-7546017286.46
15291,65.57379913,0.0,0.00059997,-7546017286.46
15292,65.68139648,0.0,0.00041652,-7546017286.46
15293,65.78949738,0.0,0.00037095,-7546017286.46
15294,65.89790344,0.0,0.00060895,-7546017286.46
15295,66.00659943,0.0,0.00052152,-7546017286.46
15296,66.11569977,0.0,0.00046092,-7546017286.46
15297,66.22519684,0.0,0.00064822,-7546017286.46
15298,66.33499908,0.0,0.00051589,-7546017286.46
